2020-04-09,2,2,6,18.54,0.0,Group ride,VeriFone Inc,Cash
2020-04-28,1,4,6,3.3,0.0,Group ride,"Creative Mobile Technologies, LLC",Dispute
2020-04-01,1,1,5,580.3000000000001,4.4772727272727275,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-02,1,1,5,941.7599999999998,0.646,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-03,1,1,5,558.05,5.345000000000001,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-04,1,1,5,152.2,2.25,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-05,1,1,5,414.3500000000001,1.1115384615384616,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-06,1,1,5,136.54999999999998,3.05,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-07,1,1,5,331.50000000000006,4.178571428571429,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-08,1,1,5,84.6,0.0,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-09,1,1,5,239.8,1.1444444444444446,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-10,1,1,5,224.35000000000002,2.5,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-11,1,1,5,221.99999999999997,4.325,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-12,1,1,5,202.95,0.7625,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-13,1,1,5,69.4,2.8000000000000003,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-14,1,1,5,150.61,0.0,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-15,1,1,5,314.80000000000007,1.4769230769230772,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-16,1,1,5,245.11,0.87625,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-17,1,1,5,604.3999999999999,5.091666666666666,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-18,1,1,5,51.75,1.1375,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-19,1,1,5,76.86,2.332,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-20,1,1,5,253.54000000000002,1.511,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-21,1,1,5,280.3,1.89375,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-22,1,1,5,112.8,2.46,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-23,1,1,5,48.599999999999994,0.0,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-24,1,1,5,208.3,1.2916666666666667,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-25,1,1,5,233.32,1.01,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-26,1,1,5,236.15,5.18,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-27,1,1,5,205.81,1.5122222222222224,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-28,1,1,5,268.57,3.875,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-29,1,1,5,100.25,5.3875,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-30,1,1,5,331.77000000000004,6.333333333333333,Negotiated fare,"Creative Mobile Technologies, LLC",Credit card
2020-04-01,2,1,5,551.39,3.0744999999999996,Negotiated fare,VeriFone Inc,Credit card
2020-04-02,2,1,5,751.78,1.2175,Negotiated fare,VeriFone Inc,Credit card
